Số ĐKKD/MST,Tên công ty,Địa chỉ,Ngày thành lập,Ngày hoạt động,Trạng thái,Điện thoại,Người đại diện,Loại hình DN,Cập nhật lần cuối
3702855241-001,CÔNG TY TNHH CHIKO VIETNAM - CHI NHÁNH LONG AN,"Đường Tỉnh 835, Ấp 3A., Xã Phước Lợi, Huyện Bến Lức, Long An",17/01/2023,17/01/2023,Đang Hoạt Động,0937 046 880,Tạ Lâm Chi,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/01/2023."
1102023456,CÔNG TY TNHH MTV VIỆT THUẬN L.A,"108A Tỉnh Lộ 835, Xã Phước Lợi, Huyện Bến Lức, Long An",16/01/2023,01/01/2023,Đang Hoạt Động,093 4050928,Trương Bửu Ngọc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/07/2024."
1102023576,CÔNG TY TNHH HUỲNH PHÚC NGỌC,"Căn Hộ B02-000.04 Dự Án Ehome Southgate, Xã An Thạnh, Huyện Bến Lức, Long An",16/01/2023,16/01/2023,Đang Hoạt Động,0363687391,Huỳnh Hồng Phúc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/08/2024."
1102023375,CÔNG TY TNHH THẾ GIỚI CHẬU MỸ NGHỆ,"Đường Số 14, Khu Dân Cư Đường 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",12/01/2023,20/04/2023,Đang Hoạt Động,0896459228,Quách Bạch Cúc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 29/01/2024."
1102023350,CÔNG TY TNHH SẢN XUẤT PHÂN BÓN ĐẠI HÒA,"Số 26 Ấp 3., Xã Thạnh Hòa, Huyện Bến Lức, Long An",11/01/2023,11/01/2023,Đang Hoạt Động,0799735719,Nguyễn Văn Hòa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/01/2023."
1102023262,CÔNG TY TNHH SẢN XUẤT MUA BÁN VẬT LIỆU XÂY DỰNG ĐỆ NHẤT VIỆT NAM,"Số 4 Ql 1A, Ấp Phước Toàn, Xã Long Hiệp, Huyện Bến Lức, Long An",10/01/2023,10/01/2023,Đang Hoạt Động,0383 333 286,Nguyễn Văn Mạnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 09/09/2024."
1102023336,CÔNG TY TNHH CONSTRUCT PHAN GIA PHÁT,"Số Nhà 103, Ấp 3A, Xã Phước Lợi, Huyện Bến Lức, Long An",10/01/2023,10/01/2023,Đang Hoạt Động,0914022368,Phan Thanh Hạnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 23/06/2023."
1102023223,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ CÔNG TRÌNH GIA BẢO,"39 Nguyễn Hữu Trí, Ấp 2, Xã Tân Bửu, Huyện Bến Lức, Long An",10/01/2023,01/01/2023,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0899699963,Bùi Thanh Tùng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 29/01/2024."
1102023047,CÔNG TY TNHH KINH DOANH XĂNG DẦU PHÚC KHẢI,"Số 320, Ấp 5, Xã Nhựt Chánh, Huyện Bến Lức, Long An",05/01/2023,05/01/2023,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0937328497,Lê Thị Kim Tuyến,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 07/01/2024."
0313411255-002,CHI NHÁNH CÔNG TY TNHH ĐUA XE MÔ TÔ THỂ THAO VIỆT NAM,"Khu Phức Hợp Giải Trí Khang Thông, Xã Thạnh Đức, Huyện Bến Lức, Long An",05/01/2023,05/01/2023,Ngừng Hoạt Động,0905 348 332,Hà Minh Trí,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 22/11/2023."
1102022935,CÔNG TY TNHH NÔNG NGƯ CƠ HOÀNG LINH,"Lô 3 Ấp 1., Xã Mỹ Yên, Huyện Bến Lức, Long An",04/01/2023,04/01/2023,Đang Hoạt Động,0902969333,Nguyễn Hoàng Thừa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/01/2023."
1102022766,CÔNG TY TNHH INTEC VIỆT NAM HOLDINGS,"Thửa Đất Số 432, Tờ Bản Đồ Số 34, Ấp 9, Xã Lương Hòa, Huyện Bến Lức, Long An",30/12/2022,30/12/2022,Đang Hoạt Động,02822000996,Phạm Công Khanh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 01/08/2024."
0317577646-001,CHI NHÁNH CÔNG TY TNHH SMART MECHANICAL,"Lô A11, Đường Dọc 2, Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",30/12/2022,30/12/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Huỳnh Công Chiến,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 09/08/2024."
1102033260,CÔNG TY TNHH INTEC VIỆT NAM HOLDINGS,"Thửa Đất Số 432, Tờ Bản Đồ Số 34, Ấp 9, Xã Lương Hòa, Huyện Bến Lức, Long An",30/12/2022,N/A,Đang Hoạt Động,02822000996,Phạm Công Khanh,"Nhà Thầu Nước Ngoài, Nhà Thầu Phụ Nước Ngoài","Cập nhật lần cuối
ngày 07/08/2024."
1102022565,CÔNG TY TNHH TM DV TĂNG LY SƯƠNG,"Số 76A, Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",27/12/2022,27/12/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0899126455,Tăng Ly Sương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 14/07/2023."
1102022501,CÔNG TY TNHH XNK BAMBOO FC,"Block B2-16, Khu Dân Cư Thương Mại Dịch Vụ Trần Anh, Đường D, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",26/12/2022,26/12/2022,Đang Hoạt Động,0347769769,Thái Bảo Toàn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/10/2024."
1102027073,TRUNG TÂM NGOẠI NGỮ NGHĨA NHÂN,"Ấp 6, Xã Mỹ Yên, Huyện Bến Lức, Long An",23/12/2022,13/03/2023,Đang Hoạt Động,0907323548,Trần Thiện Tâm Minh,Các Tổ Chức Kinh Tế Khác,"Cập nhật lần cuối
ngày 04/05/2023."
0306633659-007,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHỆ ĐẠI THẮNG TẠI BẾN LỨC,"33A Đường Dt833, Ấp Chánh, Xã Long Hiệp, Huyện Bến Lức, Long An",20/12/2022,20/12/2022,Đang Hoạt Động,0888708887,Phạm Thị Thanh Tuyền,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 22/12/2022."
1102022163,CÔNG TY TNHH Ô TÔ CHUYÊN DÙNG MINH TRIẾT,"39-39A-39B Lô 2, Ấp 7B, Xã Mỹ Yên, Huyện Bến Lức, Long An",19/12/2022,19/12/2022,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0909759955,Nguyễn Thái Hoà,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 01/05/2024."
1102022170,CÔNG TY TNHH CẨU TRỤC GANG HANG VIỆT NAM,"Số 4, Quốc Lộ 1A, Ấp Phước Toàn, Xã Long Hiệp, Huyện Bến Lức, Long An",19/12/2022,01/01/2023,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0989 166 418,Nguyễn Thị Mộng Thúy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/10/2023."
1102022269,CÔNG TY TNHH BAO BÌ THIÊN MỸ VIỆT NAM,"Số 192 Đường Nguyễn Văn Tuôi,Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",19/12/2022,20/12/2022,Đang Hoạt Động,0388744961,Phún Nhục Kíu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 03/01/2023."
1102021829,CÔNG TY TNHH VITAPURE,"Ấp 1, Xã Nhựt Chánh, Huyện Bến Lức, Long An",12/12/2022,29/11/2022,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0902441393,Nguyễn Ngọc Thăng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/04/2024."
1102021836,CÔNG TY CỔ PHẦN CÔNG NGHIỆP KINGSTEEL,"Số 44, Đường H11, Khu Aquaria, Khu Đô Thị Waterpoint, Xã An Thạnh, Huyện Bến Lức, Long An",12/12/2022,12/12/2022,Đang Hoạt Động,0901 372 889,Triệu Huỳnh Quốc Vinh,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 01/11/2023."
0317533092-001,CÔNG TY TNHH MTV SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI HƯNG PHÁT - CHI NHÁNH LONG AN,"199A12 Nguyễn Hữu Trí ,Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",09/12/2022,09/12/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Lư Mỹ Dung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/04/2023."
0311916162-001,CHI NHÁNH CÔNG TY TNHH CHIA TẢI (VIỆT NAM) TẠI LONG AN,"Lô B24, Đường Dọc 2, Khu Công Nghiệp Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",09/12/2022,09/12/2022,Đang Hoạt Động,N/A,Kittisak Khuithong,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 30/07/2024."
1102021811,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ ĐẦU TƯ PHÚ TÀI,"385B Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",09/12/2022,09/12/2022,Đang Hoạt Động,0703574961,Trần Văn Thương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/04/2024."
0317533092-001,CÔNG TY TNHH MTV SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI HƯNG PHÁT - CHI NHÁNH LONG AN,"199A12 Nguyễn Hữu Trí ,Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",09/12/2022,09/12/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Lư Mỹ Dung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/04/2023."
1102021603,CÔNG TY CỔ PHẦN SẢN XUẤT ĐẦU TƯ VÀ THƯƠNG MẠI VĨNH LỘC,"48B Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",06/12/2022,06/12/2022,Đang Hoạt Động,0704523945,Đỗ Thị Thanh Huyền,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 20/11/2023."
1102021307,CÔNG TY TNHH THƯƠNG MẠI - KỸ THUẬT - XÂY DỰNG LÊ GIA PHÚ,"82 Võ Công Tồn, Khu Phố 1, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",01/12/2022,01/12/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0968 523 216 - 0842,Bùi Thị Bạch Kim,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/05/2023."
0317584516,CÔNG TY TNHH KHANG HOA JU,"Lô B31-2, Đường Dọc 2, Khu Công Nghiệp Phú An Thạnh,, Xã An Thạnh, Huyện Bến Lức, Long An",29/11/2022,29/11/2022,Đang Hoạt Động,0988286925,"Chang, Kai - Wei",Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 02/07/2024."
1102021219,CÔNG TY TNHH Ô TÔ ĐỒNG SƠN,"189, Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",29/11/2022,29/11/2022,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0909187644,Trần Văn Hoàng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/01/2024."
1102021233,CÔNG TY TNHH THỰC PHẨM NO NÊ,"Nhà Xưởng B5, Lô A 1 - 20, Đường Vl2, Khu Công Nghiệp Vĩnh L, Xã Long Hiệp, Huyện Bến Lức, Long An",29/11/2022,29/11/2022,Ngừng Hoạt Động Nhưng Chưa Hoàn Thành Thủ Tục,0909719136,Nguyễn Hữu Nguyện,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 30/05/2023."
1102021226,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI VẠN ĐẠI PHÁT,"Số 224 Đường Nguyễn Văn Tuôi, Khu Phố 8, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",29/11/2022,29/11/2022,Đang Hoạt Động,0816161633,Phan Thị Kim Thu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 01/12/2022."
1102021089,CÔNG TY TNHH TỔ CHỨC DU LỊCH VÀ SỰ KIỆN LA TOURIST,"Shop House B608 Đường H1 Khu Đô Thị Waterpoint, Xã An Thạnh, Huyện Bến Lức, Long An",28/11/2022,28/11/2022,Đang Hoạt Động,0901092092,Nguyễn Bá Luân,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/11/2023."
0317027314-001,SAYHI BISTRO - CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DU THUYỀN PHÚ MỸ HƯNG,"Country Club, Khu Đô Thị Waterpoint, Xã An Thạnh, Huyện Bến Lức, Long An",28/11/2022,28/11/2022,Đang Hoạt Động,0904176779,Phan Xuân Cường,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 01/12/2022."
1102021025,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU LỘC VÀNG,"Số 17D Đường Tỉnh 835, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",28/11/2022,28/11/2022,Đang Hoạt Động,0332078268,Hà Huỳnh Phú Cường,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/07/2024."
1102021018,CÔNG TY TNHH NÔNG SẢN AN VINH,"Ấp 5, Xã Thạnh Lợi, Huyện Bến Lức, Long An",28/11/2022,28/11/2022,Ngừng Hoạt Động,0357872829,Nguyễn Trung Nghĩa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/05/2023."
1102020864,CÔNG TY TNHH THƯƠNG MẠI TÔN THÉP THUẬN PHÁT L.A,"Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",23/11/2022,23/11/2022,Đang Hoạt Động,0944205049,Đỗ Thị Bé,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/11/2022."
3702722932-003,CHI NHÁNH CÔNG TY LUẬT TNHH HÃNG LUẬT BIGBOSS LAW,"Khu 1, Ấp Chợ, Xã Phước Lợi, Huyện Bến Lức, Long An",21/11/2022,01/01/2023,Ngừng Hoạt Động,0906177273,Huỳnh Hà Quốc Bửu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 21/08/2023."
1102020688,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG HIỂN XUÂN THƯ,"141 Đường Nhựt Chánh � Mỹ Bình, Ấp 1, Xã Nhựt Chánh, Huyện Bến Lức, Long An",18/11/2022,18/11/2022,Đang Hoạt Động,0983444491,Phạm Hiển Vinh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/06/2024."
1102020617,CÔNG TY TNHH THANH PHÚ FOOD,"45A Ấp Thanh Tân A, Xã Thanh Phú, Huyện Bến Lức, Long An",18/11/2022,18/11/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0931438662,Trương Quang Tùng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/05/2023."
1101796982-001,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN ĐH NGUYỄN THÔNG - CHI NHÁNH BẾN LỨC,"Ấp 4, Xã Thạnh Lợi, Huyện Bến Lức, Long An",18/11/2022,08/11/2022,Đang Hoạt Động,N/A,Nguyễn Thị Hải Ngân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 21/11/2022."
0315194609-001,CHI NHÁNH CÔNG TY TNHH SKYLIGHT POWER,"Số 69 Quốc Lộ 1, Khu 1, Ấp Long Bình, Xã Long Hiệp, Huyện Bến Lức, Long An",18/11/2022,18/11/2022,Đang Hoạt Động,N/A,Trần Quốc Hiệu,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 19/12/2022."
0316862383-001,CHI NHÁNH CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HAMBURGER KOBE,"192 Nguyễn Văn Tuôi, Kp6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/11/2022,01/12/2022,Đang Hoạt Động,0933218122,Lục Thúy Kiều,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/04/2023."
1102020536,CÔNG TY TNHH MTV THÉP HUỲNH PHÁT,"Lô 14, Nền 13, Kcn Vĩnh Lộc 2, Ấp Voi Lá, Xã Long Hiệp, Huyện Bến Lức, Long An",17/11/2022,17/11/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0905747237,Huỳnh Tuấn Kha,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/09/2023."
1102020543,CÔNG TY TNHH CHANH XUẤT KHẨU PHÚC KHANG,"Số 212, Đường Tỉnh 816, Ấp 3, Xã Thạnh Lợi, Huyện Bến Lức, Long An",17/11/2022,17/11/2022,Đang Hoạt Động,0896613539,Lâm Thị Kim Lan,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/11/2022."
1102020504,CÔNG TY TNHH ĐẦU TƯ BĐS VIỆT PHƯƠNG ANH (VPA),"Số 101 Đường Số 2 Khu Dân Cư 135 Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/11/2022,17/11/2022,Đang Hoạt Động,0938 711 119,Nguyễn Lê Hoàng Việt,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 13/06/2024."
1102020381,CÔNG TY TNHH MTV THƯƠNG MẠI XÂY DỰNG SAN LẤP TRẦN KHA,"Số 246 Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",15/11/2022,15/11/2022,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0947106098,Trần Văn Kha,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/10/2024."
1102020423,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐIỆN LẠNH VẠN PHÚ PHÁT,"Thửa Đất Số 386, Tờ Bản Đồ Số 7, Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",15/11/2022,15/11/2022,Đang Hoạt Động,0338666139,Nguyễn Văn Tấn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/11/2022."
1102020416,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI-DỊCH VỤ CHÍN ĐỊNH,"Số 62A, Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",15/11/2022,15/11/2022,Ngừng Hoạt Động,0913675668,Nguyễn Xuân Định,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/12/2022."
1102020367,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI TÂN TOÀN,"Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",14/11/2022,14/11/2022,Đang Hoạt Động,0989027296,Lê Thanh Toàn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/11/2022."
0317201040-002,CHI NHÁNH CÔNG TY TNHH BAO BÌ GRESEA,"Số 3745, Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",11/11/2022,11/11/2022,Đang Hoạt Động,028 6276 9088,Lê Quang Hòa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/11/2022."
1101828017-001,CHI NHÁNH CÔNG TY TNHH SX TM DV MINH CHÂU,"Thửa Đất Số 460, Tờ Bản Đồ Số 12, Ấp 3, Xã Nhựt Chánh, Huyện Bến Lức, Long An",11/11/2022,11/11/2022,Đang Hoạt Động,0918774400,Nguyễn Thanh Bình,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 13/12/2022."
1102020328,CÔNG TY TNHH THƯƠNG TÍN THÀNH,"Thửa Đất 1701, Tờ Bản Đồ 1, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",11/11/2022,11/11/2022,Đang Hoạt Động,0397794468,Đỗ Văn Thương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/11/2022."
1102020215,CÔNG TY TNHH XIANG YUAN VINA,"Lô C-7B, Đường Số 2, Khu Công Nghiệp Nhựt Chánh, Ấp 5., Xã Nhựt Chánh, Huyện Bến Lức, Long An",10/11/2022,10/11/2022,Đang Hoạt Động,02723968886,"Guo, Xianchang",Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 16/01/2023."
1102004904-001,CÔNG TY TNHH MTV TẬN TÂM � VĂN PHÒNG ĐẠI DIỆN TẠI BẾN LỨC,"093 Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",10/11/2022,10/11/2022,Ngừng Hoạt Động,0847870797,Nguyễn Anh Sinh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/01/2024."
1101989938-001,CHI NHÁNH 1 - CÔNG TY TNHH ĐIỆN GIA DỤNG XUÂN VINH,"Đường Nguyễn Hữu Thọ, Kdc Mai Thị Non, Khu Phố 2, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",10/11/2022,10/11/2022,Đang Hoạt Động,N/A,Lê Ngọc Lộc,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/11/2022."
0317483204-001,CHI NHÁNH LONG AN - CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU KTK,"275 Quốc Lộ 1A, Ấp Voi Lá, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/11/2022,09/11/2022,Đang Hoạt Động,N/A,Bảo Quý Ngọc Ánh,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/04/2023."
1101802594-001,CÔNG TY TNHH JI RUI - CHI NHÁNH TẠI LONG AN,"Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/11/2022,09/11/2022,Ngừng Hoạt Động,02723640588,Phạm Thị Tuyết Phương,"Công Ty TNHH 2 TV Trở Lên Không Có Vốn Nhà Nước, Có Vốn Nước Ngoài Dưới 51%","Cập nhật lần cuối
ngày 29/11/2023."
0314253844-001,CHI NHÁNH CÔNG TY TNHH MÁY CÔNG NGHIỆP TÂN KIM LONG,"58 Hương Lộ 8, Ấp 1, Xã Tân Bửu, Huyện Bến Lức, Long An",07/11/2022,07/11/2022,Đang Hoạt Động,N/A,"Lee, Ning-Yuan",Công Ty TNHH 2 TV Trở Lên Có Vốn ĐTNN Từ 51% Đến Dưới 100%,"Cập nhật lần cuối
ngày 23/02/2024."
1102019925,CÔNG TY TNHH NHỰA GIA PHÁT THỊNH,"Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",03/11/2022,03/11/2022,Đang Hoạt Động,0353 216 327,Đào Quốc Trung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/12/2023."
1102019837,CÔNG TY TNHH THƯƠNG MẠI NGHĨA BẰNG,"Đường Số 11, Khu Dân Cư 135, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",02/11/2022,02/11/2022,Đang Hoạt Động,033 6536751,Trần Nguyễn Khánh Luân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/06/2024."
0309810578-002,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ AN SƯƠNG - CHI NHÁNH LONG AN,"Ấp 2, Xã Thạnh Đức, Huyện Bến Lức, Long An",01/11/2022,10/11/2022,Đang Hoạt Động,0909758621,Trần Thị Ngọc Cẩm,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/11/2022."
0314282637-002,CHI NHÁNH CÔNG TY CỔ PHẦN XE CHUYÊN DÙNG AN KHANG,"Lô C4, Đường Số 01, Kcn Phúc Long, Xã Long Hiệp, Huyện Bến Lức, Long An",31/10/2022,31/10/2022,Ngừng Hoạt Động,02862925360,Phạm Võ Duy Chương,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/06/2024."
1102019668,CÔNG TY TNHH NƯỚC AN THẠNH,"Ấp 5., Xã An Thạnh, Huyện Bến Lức, Long An",31/10/2022,31/10/2022,Đang Hoạt Động,0906772875,Nguyễn Kiệt Út,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 28/02/2023."
1101802763-002,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ THÉP BA SÁU MƯƠI,"275 Quốc Lộ 1A, Ấp Voi Lá, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",31/10/2022,31/10/2022,Ngừng Hoạt Động,028 6266 0808,Nguyễn Văn Hưng,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 14/08/2023."
1102019629,CÔNG TY CỔ PHẦN GREEN TRUCK VIỆT NAM,"Lô C4, Đường Số 01, Kcn Phúc Long, Xã Long Hiệp, Huyện Bến Lức, Long An",31/10/2022,31/10/2022,Đang Hoạt Động,02862925360,Võ Minh Thắng,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 09/07/2024."
